formula,smiles,nC,nH,nO,on_wikidata,wikidata_name,wikidata_id
C4H4O2,OC1C#CCO1,4,4,2,False,,
C4H4O2,OC1C#COC1,4,4,2,False,,
C4H4O2,OC1C23CC12O3,4,4,2,False,,
C4H4O2,OC1C2=C1C2O,4,4,2,False,,
C4H4O2,OC1C2=C1OC2,4,4,2,False,,
C4H4O2,OC1C2=CC1O2,4,4,2,False,,
C4H4O2,OC1C2=CC21O,4,4,2,False,,
C4H4O2,OC1C2=COC21,4,4,2,False,,
C4H4O2,OC1C2C3OC132,4,4,2,False,,
C4H4O2,OC1C=C2OC21,4,4,2,False,,
C4H4O2,OC1C=C=CO1,4,4,2,False,,
C4H4O2,OC1CC#CO1,4,4,2,False,,
C4H4O2,OC1CC2=C1O2,4,4,2,False,,
C4H4O2,OC1OC12C=C2,4,4,2,False,,
C4H4O2,OC1OC2=C1C2,4,4,2,False,,
C4H4O2,OC1OC2=CC21,4,4,2,False,,
C4H4O2,OC1OC2C=C12,4,4,2,False,,
C4H4O2,OC=C1C2OC12,4,4,2,False,,
C4H4O2,OC=C1C=C1O,4,4,2,False,,
C4H4O2,OC=C1C=CO1,4,4,2,False,,
C4H4O2,OC=C=C1CO1,4,4,2,False,,
C4H4O2,OC=C=C=CO,4,4,2,False,,
C4H4O2,OC=CC1=CO1,4,4,2,False,,
C4H4O2,OCC1(O)C#C1,4,4,2,False,,
C4H4O2,OCC12C=C1O2,4,4,2,False,,
C4H4O2,OCC1=C2OC12,4,4,2,False,,
C4H4O2,OCC1=C=C1O,4,4,2,False,,
C4H4O2,OCC1=C=CO1,4,4,2,False,,
C4H4O2,OCC1C#CO1,4,4,2,False,,
C4H4O2,OCC1C2=C1O2,4,4,2,False,,
C4H4O2,OCOC1=C=C1,4,4,2,False,,
C4H4O2,OCOC1C#C1,4,4,2,False,,
C4H4O2,OOC12C3C1C32,4,4,2,False,,
C4H4O2,OOC12C=C1C2,4,4,2,False,,
C4H4O2,OOC1=C2CC21,4,4,2,False,,
C4H4O2,OOC1=C=CC1,4,4,2,False,,
C4H4O2,OOC1=CC=C1,4,4,2,False,,
C4H4O2,OOC1C#CC1,4,4,2,False,,
C4H4O2,OOC1C2=C1C2,4,4,2,False,,
C4H4O2,OOC1C2=CC21,4,4,2,False,,
C4H4O2,OOC1C=C=C1,4,4,2,False,,
C4H4O2,OOC=C1C=C1,4,4,2,False,,
C4H4O2,OOCC1=C=C1,4,4,2,False,,
C4H4O2,OOCC1C#C1,4,4,2,False,,
C4H4O2,Oc1ccco1,4,4,2,True,2-Furanol,Q83046951
C4H4O2,Oc1ccoc1,4,4,2,True,3-Furanol,Q83054262
C4H4O2,(no SMILES),4,4,2,True,dioxin,Q13424590
C4H4O2,C=C[CH+]C(=O)[O-],4,4,2,True,butadienoic acid,Q126935126
C4H6O2,C#CC(C)(O)O,4,6,2,False,,
C4H6O2,C#CC(C)OO,4,6,2,False,,
C4H6O2,C#CC(O)CO,4,6,2,False,,
C4H6O2,C#CC(O)OC,4,6,2,False,,
C4H6O2,C#CCC(O)O,4,6,2,False,,
C4H6O2,C#CCCOO,4,6,2,False,,
C4H6O2,C#CCOCO,4,6,2,False,,
C4H6O2,C#CCOOC,4,6,2,False,,
C4H6O2,C#COC(C)O,4,6,2,False,,
C4H6O2,C#COCCO,4,6,2,False,,
C4H6O2,C#COCOC,4,6,2,False,,
C4H6O2,C#COOCC,4,6,2,False,,
C4H6O2,C1=CCOOC1,4,6,2,True,"1,2-Dioxin, 3,6-dihydro-",Q83042123
C4H6O2,C1=COCCO1,4,6,2,True,"1,4-dioxene",Q13423013
C4H6O2,C1=COCOC1,4,6,2,True,"4H-1,3-DIOXIN",Q82268384
C4H6O2,C1=COOCC1,4,6,2,True,"3,4-Dihydro-1,2-dioxine",Q82494149
C4H6O2,C1C2CC1OO2,4,6,2,True,"2,3-Dioxabicyclo[2.1.1]hexane",Q82734165
C4H6O2,C1CC12COO2,4,6,2,False,,
C4H6O2,C1CC1C1OO1,4,6,2,False,,
C4H6O2,C1CC2(C1)OO2,4,6,2,False,,
C4H6O2,C1CC2(CO2)O1,4,6,2,False,,
C4H6O2,C1CC2OC1O2,4,6,2,False,,
C4H6O2,C1CC2OC2O1,4,6,2,False,,
C4H6O2,C1CC2OOC12,4,6,2,False,,
C4H6O2,C1OC1C1CO1,4,6,2,True,"(R,R)-diepoxybutane",Q27122294
C4H6O2,C1OC2(CC2)O1,4,6,2,False,,
C4H6O2,C1OC2CC1O2,4,6,2,False,,
C4H6O2,C1OC2CC2O1,4,6,2,False,,
C4H6O2,C1OC2OCC12,4,6,2,False,,
C4H6O2,C1OCC12CO2,4,6,2,False,,
C4H6O2,C1OCC2OC12,4,6,2,True,"3,4-Epoxytetrahydrofuran",Q72471005
C4H6O2,C1OOC2CC12,4,6,2,False,,
C4H6O2,C=C(C)C(=O)O,4,6,2,True,poly(methacrylic acid),Q4369981
C4H6O2,C=C(C)C1OO1,4,6,2,False,,
C4H6O2,C=C(C)OC=O,4,6,2,False,,
C4H6O2,C=C(C=O)CO,4,6,2,True,2-Hydroxymethyl-Propenal,Q82873300
C4H6O2,C=C(C=O)OC,4,6,2,True,"2-Propenal, 2-methoxy-",Q82289546
C4H6O2,C=C(O)C(=C)O,4,6,2,False,,
C4H6O2,C=C(O)C(C)=O,4,6,2,True,3-Hydroxybut-3-en-2-one,Q82408682
C4H6O2,C=C(O)C1CO1,4,6,2,False,,
C4H6O2,C=C(O)C=CO,4,6,2,False,,
C4H6O2,C=C(O)CC=O,4,6,2,False,,
C4H6O2,C=C1C(O)C1O,4,6,2,False,,
C4H6O2,C=C1CC(O)O1,4,6,2,False,,
C4H6O2,C=C1CC1(O)O,4,6,2,False,,
C4H6O2,C=C1CC1OO,4,6,2,False,,
C4H6O2,C=C1CCOO1,4,6,2,False,,
C4H6O2,C=C1COC1O,4,6,2,False,,
C4H6O2,C=C1COCO1,4,6,2,True,"4-Methylene-1,3-dioxolane",Q83068951
C4H6O2,C=C1COOC1,4,6,2,False,,
C4H6O2,C=C1OC(C)O1,4,6,2,False,,
C4H6O2,C=C1OC1(C)O,4,6,2,False,,
C4H6O2,C=C1OC1CO,4,6,2,False,,
C4H6O2,C=C1OC1OC,4,6,2,False,,
C4H6O2,C=C1OCC1O,4,6,2,False,,
C4H6O2,C=C1OCCO1,4,6,2,True,"2-METHYLENE-1,3-DIOXOLANE",Q82300739
C4H6O2,C=C1OOC1C,4,6,2,False,,
C4H6O2,C=C=C(C)OO,4,6,2,False,,
C4H6O2,C=C=C(O)CO,4,6,2,False,,
C4H6O2,C=C=C(O)OC,4,6,2,False,,
C4H6O2,C=C=CC(O)O,4,6,2,False,,
C4H6O2,C=C=CCOO,4,6,2,False,,
C4H6O2,C=C=COCO,4,6,2,False,,
C4H6O2,C=C=COOC,4,6,2,False,,
C4H6O2,C=CC(=C)OO,4,6,2,False,,
C4H6O2,C=CC(=O)CO,4,6,2,True,1-Hydroxybut-3-en-2-one,Q82342358
C4H6O2,C=CC(=O)OC,4,6,2,True,methyl acrylate,Q343028
C4H6O2,C=CC(O)=CO,4,6,2,False,,
C4H6O2,C=CC(O)C=O,4,6,2,False,,
C4H6O2,C=CC1(C)OO1,4,6,2,False,,
C4H6O2,C=CC1(O)CO1,4,6,2,False,,
C4H6O2,C=CC1COO1,4,6,2,False,,
C4H6O2,C=CC1OC1O,4,6,2,False,,
C4H6O2,C=CC1OCO1,4,6,2,False,,
C4H6O2,C=CC=C(O)O,4,6,2,True,"Buta-1,3-diene-1,1-diol",Q82296665
C4H6O2,C=CC=COO,4,6,2,False,,
C4H6O2,C=CCC(=O)O,4,6,2,True,but-3-enoic acid,Q223058
C4H6O2,C=CCC1OO1,4,6,2,False,,
C4H6O2,C=CCOC=O,4,6,2,True,allyl formate,Q12784331
C4H6O2,C=COC(=C)O,4,6,2,False,,
C4H6O2,C=COC(C)=O,4,6,2,True,vinyl acetate,Q377339
C4H6O2,C=COC1CO1,4,6,2,False,,
C4H6O2,C=COC=CO,4,6,2,False,,
C4H6O2,C=COCC=O,4,6,2,False,,
C4H6O2,C=COOC=C,4,6,2,False,,
C4H6O2,CC#CC(O)O,4,6,2,True,"But-2-yne-1,1-diol",Q82491349
C4H6O2,CC#CCOO,4,6,2,False,,
C4H6O2,CC#COCO,4,6,2,False,,
C4H6O2,CC#COOC,4,6,2,False,,
C4H6O2,CC(=C=O)CO,4,6,2,False,,
C4H6O2,CC(=O)C(C)=O,4,6,2,True,"butane-2,3-dione",Q408916
C4H6O2,CC(=O)C1CO1,4,6,2,False,,
C4H6O2,CC(=O)C=CO,4,6,2,False,,
C4H6O2,CC(=O)CC=O,4,6,2,True,3-oxobutanal,Q18466583
C4H6O2,CC(C)=C1OO1,4,6,2,False,,
C4H6O2,CC(C=O)=CO,4,6,2,True,"2-Propenal, 3-hydroxy-2-methyl-",Q82183951
C4H6O2,CC(C=O)C=O,4,6,2,True,methylmalondialdehyde,Q83036043
C4H6O2,CC(O)=C1CO1,4,6,2,False,,
C4H6O2,CC(O)=C=CO,4,6,2,False,,
C4H6O2,CC(O)=CC=O,4,6,2,False,,
C4H6O2,CC(O)C#CO,4,6,2,False,,
C4H6O2,CC(O)C1=CO1,4,6,2,False,,
C4H6O2,CC(O)C=C=O,4,6,2,False,,
C4H6O2,CC1(C)OC1=O,4,6,2,False,,
C4H6O2,CC1(C=O)CO1,4,6,2,True,2-Methyloxirane-2-carbaldehyde,Q82949821
C4H6O2,CC1(O)C2OC21,4,6,2,False,,
C4H6O2,CC1(O)C=C1O,4,6,2,False,,
C4H6O2,CC1(O)C=CO1,4,6,2,False,,
C4H6O2,CC1(O)CC1=O,4,6,2,False,,
C4H6O2,CC1(OO)C=C1,4,6,2,False,,
C4H6O2,CC12CC(O1)O2,4,6,2,False,,
C4H6O2,CC12CC1(O)O2,4,6,2,False,,
C4H6O2,CC12CC1OO2,4,6,2,False,,
C4H6O2,CC12COC1O2,4,6,2,False,,
C4H6O2,CC12OC1(C)O2,4,6,2,False,,
C4H6O2,CC12OC1C2O,4,6,2,False,,
C4H6O2,CC12OCC1O2,4,6,2,False,,
C4H6O2,CC1=C(CO)O1,4,6,2,False,,
C4H6O2,CC1=C(O)C1O,4,6,2,False,,
C4H6O2,CC1=C(O)CO1,4,6,2,False,,
C4H6O2,CC1=C(O)OC1,4,6,2,False,,
C4H6O2,CC1=C(OO)C1,4,6,2,False,,
C4H6O2,CC1=CC(O)O1,4,6,2,False,,
C4H6O2,CC1=CC1(O)O,4,6,2,False,,
C4H6O2,CC1=CC1OO,4,6,2,False,,
C4H6O2,CC1=CCOO1,4,6,2,False,,
C4H6O2,CC1=COC1O,4,6,2,False,,
C4H6O2,CC1=COCO1,4,6,2,True,"1,3-Dioxole, 4-methyl-",Q82099426
C4H6O2,CC1=COOC1,4,6,2,False,,
C4H6O2,CC1C(=O)C1O,4,6,2,False,,
C4H6O2,CC1C(O)=C1O,4,6,2,False,,
C4H6O2,CC1C2OC12O,4,6,2,False,,
C4H6O2,CC1C2OC1O2,4,6,2,False,,
C4H6O2,CC1C2OOC12,4,6,2,False,,
C4H6O2,CC1C=C(O)O1,4,6,2,False,,
C4H6O2,CC1C=C1OO,4,6,2,False,,
C4H6O2,CC1C=COO1,4,6,2,False,,
C4H6O2,CC1CC(=O)O1,4,6,2,True,(-)-β-butyrolactone,Q27293396
C4H6O2,CC1CC12OO2,4,6,2,False,,
C4H6O2,CC1COC1=O,4,6,2,True,"2-oxetanone, 3-methyl-",Q82252059
C4H6O2,CC1OC12CO2,4,6,2,False,,
C4H6O2,CC1OC1=CO,4,6,2,False,,
C4H6O2,CC1OC1C=O,4,6,2,False,,
C4H6O2,CC1OC2OC12,4,6,2,False,,
C4H6O2,CC1OC=C1O,4,6,2,False,,
C4H6O2,CC1OC=CO1,4,6,2,True,"2-Methyl-2H-1,3-dioxole",Q82350913
C4H6O2,CC1OCC1=O,4,6,2,False,,
C4H6O2,CC=C(O)C=O,4,6,2,False,,
C4H6O2,CC=C1COO1,4,6,2,False,,
C4H6O2,CC=C1OC1O,4,6,2,False,,
C4H6O2,CC=C1OCO1,4,6,2,False,,
C4H6O2,CC=C=C(O)O,4,6,2,True,"Buta-1,2-diene-1,1-diol",Q82721639
C4H6O2,CC=C=COO,4,6,2,False,,
C4H6O2,CC=CC(=O)O,4,6,2,True,2-butenoic acid,Q27102269
C4H6O2,CC=CC1OO1,4,6,2,False,,
C4H6O2,CC=COC=O,4,6,2,False,,
C4H6O2,CCC#COO,4,6,2,False,,
C4H6O2,CCC(=O)C=O,4,6,2,True,2-oxobutanal,Q18465943
C4H6O2,CCC(O)=C=O,4,6,2,False,,
C4H6O2,CCC12OC1O2,4,6,2,False,,
C4H6O2,CCC1=C(O)O1,4,6,2,False,,
C4H6O2,CCC1OC1=O,4,6,2,True,3-Ethyloxiran-2-one,Q82512175
C4H6O2,CCC=C1OO1,4,6,2,False,,
C4H6O2,CCOC#CO,4,6,2,False,,
C4H6O2,CCOC1=CO1,4,6,2,False,,
C4H6O2,CCOC=C=O,4,6,2,False,,
C4H6O2,CCc1coo1,4,6,2,False,,
C4H6O2,COC#CCO,4,6,2,False,,
C4H6O2,COC#COC,4,6,2,False,,
C4H6O2,COC(C)=C=O,4,6,2,False,,
C4H6O2,COC1(O)C=C1,4,6,2,False,,
C4H6O2,COC12CC1O2,4,6,2,False,,
C4H6O2,COC1=C(C)O1,4,6,2,False,,
C4H6O2,COC1=C(O)C1,4,6,2,False,,
C4H6O2,COC1=CC1O,4,6,2,False,,
C4H6O2,COC1=CCO1,4,6,2,False,,
C4H6O2,COC1=COC1,4,6,2,False,,
C4H6O2,COC1C2OC12,4,6,2,False,,
C4H6O2,COC1C=C1O,4,6,2,False,,
C4H6O2,COC1C=CO1,4,6,2,False,,
C4H6O2,COC1CC1=O,4,6,2,False,,
C4H6O2,COC=C1CO1,4,6,2,False,,
C4H6O2,COC=C=CO,4,6,2,False,,
C4H6O2,COC=CC=O,4,6,2,False,,
C4H6O2,COCC#CO,4,6,2,False,,
C4H6O2,COCC1=CO1,4,6,2,False,,
C4H6O2,COCC=C=O,4,6,2,False,,
C4H6O2,COOC1=CC1,4,6,2,False,,
C4H6O2,COOC1C=C1,4,6,2,False,,
C4H6O2,Cc1ooc1C,4,6,2,False,,
C4H6O2,O=C(O)C1CC1,4,6,2,True,cyclopropanecarboxylic acid,Q2317381
C4H6O2,O=C1CC(O)C1,4,6,2,False,,
C4H6O2,O=C1CC1CO,4,6,2,True,2-(hydroxymethyl)cyclopropan-1-one,Q103817663
C4H6O2,O=C1CCC1O,4,6,2,True,2-Hydroxycyclobutan-1-one,Q82358592
C4H6O2,O=C1CCCO1,4,6,2,True,butyrolactone,Q79739
C4H6O2,O=C1CCOC1,4,6,2,True,Dihydrofuran-3(2H)-one,Q72465088
C4H6O2,O=C=CCCO,4,6,2,False,,
C4H6O2,O=CC1(O)CC1,4,6,2,False,,
C4H6O2,O=CC1CC1O,4,6,2,False,,
C4H6O2,O=CC1CCO1,4,6,2,False,,
C4H6O2,O=CC1COC1,4,6,2,True,3-Oxetanecarboxaldehyde,Q72498365
C4H6O2,O=CC=CCO,4,6,2,True,(2E)-4-hydroxybut-2-enal,Q105003837
C4H6O2,O=CCC1CO1,4,6,2,False,,
C4H6O2,O=CCC=CO,4,6,2,False,,
C4H6O2,O=CCCC=O,4,6,2,True,succinic aldehyde,Q4864618
C4H6O2,O=COC1CC1,4,6,2,False,,
C4H6O2,OC#CCCO,4,6,2,True,"But-1-yne-1,4-diol",Q82951986
C4H6O2,OC(O)=C1CC1,4,6,2,False,,
C4H6O2,OC(O)C1=CC1,4,6,2,False,,
C4H6O2,OC(O)C1C=C1,4,6,2,False,,
C4H6O2,OC1(O)C2CC21,4,6,2,False,,
C4H6O2,OC1(O)C=CC1,4,6,2,False,,
C4H6O2,OC12CC(C1)O2,4,6,2,False,,
C4H6O2,OC12CC1(O)C2,4,6,2,False,,
C4H6O2,OC12CC1CO2,4,6,2,False,,
C4H6O2,OC12CCC1O2,4,6,2,False,,
C4H6O2,OC12COC1C2,4,6,2,False,,
C4H6O2,OC1=C(O)CC1,4,6,2,False,,
C4H6O2,OC1=CC(O)C1,4,6,2,False,,
C4H6O2,OC1=CCC1O,4,6,2,False,,
C4H6O2,OC1=CCCO1,4,6,2,False,,
C4H6O2,OC1=CCOC1,4,6,2,False,,
C4H6O2,OC1=COCC1,4,6,2,False,,
C4H6O2,OC1C2C(O)C12,4,6,2,False,,
C4H6O2,OC1C2CC12O,4,6,2,False,,
C4H6O2,OC1C2CC1O2,4,6,2,False,,
C4H6O2,OC1C2COC12,4,6,2,False,,
C4H6O2,OC1C=CC1O,4,6,2,False,,
C4H6O2,OC1C=CCO1,4,6,2,True,"2,5-Dihydrofuran-2-ol",Q82456289
C4H6O2,OC1C=COC1,4,6,2,True,"(3S)-2,3-Dihydrofuran-3-ol",Q82450219
C4H6O2,OC1CC12CO2,4,6,2,False,,
C4H6O2,OC1CC2OC12,4,6,2,False,,
C4H6O2,OC1CC=CO1,4,6,2,False,,
C4H6O2,OC1OC12CC2,4,6,2,False,,
C4H6O2,OC1OC2CC12,4,6,2,False,,
C4H6O2,OC=C1CC1O,4,6,2,False,,
C4H6O2,OC=C1CCO1,4,6,2,False,,
C4H6O2,OC=C1COC1,4,6,2,False,,
C4H6O2,OC=C=CCO,4,6,2,False,,
C4H6O2,OC=CC1CO1,4,6,2,False,,
C4H6O2,OC=CC=CO,4,6,2,False,,
C4H6O2,OCC#CCO,4,6,2,True,"2-butyne-1,4-diol",Q209328
C4H6O2,OCC1(O)C=C1,4,6,2,False,,
C4H6O2,OCC12CC1O2,4,6,2,False,,
C4H6O2,OCC1=C(O)C1,4,6,2,False,,
C4H6O2,OCC1=CC1O,4,6,2,False,,
C4H6O2,OCC1=CCO1,4,6,2,False,,
C4H6O2,OCC1=COC1,4,6,2,False,,
C4H6O2,OCC1C2OC12,4,6,2,False,,
C4H6O2,OCC1C=C1O,4,6,2,False,,
C4H6O2,OCC1C=CO1,4,6,2,False,,
C4H6O2,OCC=C1CO1,4,6,2,False,,
C4H6O2,OCCC1=CO1,4,6,2,False,,
C4H6O2,OCOC1=CC1,4,6,2,False,,
C4H6O2,OCOC1C=C1,4,6,2,False,,
C4H6O2,OOC12CC1C2,4,6,2,False,,
C4H6O2,OOC1=CCC1,4,6,2,False,,
C4H6O2,OOC1C2CC21,4,6,2,False,,
C4H6O2,OOC1C=CC1,4,6,2,False,,
C4H6O2,OOC=C1CC1,4,6,2,False,,
C4H6O2,OOCC1=CC1,4,6,2,False,,
C4H6O2,OOCC1C=C1,4,6,2,False,,
C4H6O2,[2H]C1([2H])OC(=O)C([2H])([2H])C1([2H])[2H],4,6,2,True,(²H₆)Oxolan-2-one,Q82475442
C4H6O2,CC(=O)O[13CH]=[13CH2],4,6,2,True,(¹³C₂)Ethenyl acetate,Q82475705
C4H6O2,[2H]C([2H])(O)C#CC([2H])([2H])O,4,6,2,True,"(²H₄)But-2-yne-1,4-diol",Q82579057
C4H6O2,[2H]C1([2H])CCC(=O)O1,4,6,2,True,"(5,5-²H₂)Oxolan-2-one",Q82579060
C4H6O2,O=[13C]1[13CH2][13CH2][13CH2]O1,4,6,2,True,(¹³C₄)Oxolan-2-one,Q82694005
C4H6O2,C1OC2COC12,4,6,2,True,"2,5-Dioxabicyclo[2.2.0]hexane",Q82757025
C4H6O2,C=CC=O.C=O,4,6,2,True,Prop-2-enal--formaldehyde (1/1),Q82927510
C4H8O2,C1CCOOC1,4,8,2,True,"1,2-dioxane",Q4545655
C4H8O2,C1COCCO1,4,8,2,True,dioxane,Q161532
C4H8O2,C1COCOC1,4,8,2,True,"1,3-dioxane",Q4545677
C4H8O2,C=C(C)C(O)O,4,8,2,False,,
C4H8O2,C=C(C)COO,4,8,2,False,,
C4H8O2,C=C(C)OCO,4,8,2,False,,
C4H8O2,C=C(C)OOC,4,8,2,False,,
C4H8O2,C=C(CC)OO,4,8,2,False,,
C4H8O2,C=C(CO)CO,4,8,2,True,"2-Methylene-1,3-propanediol",Q72490495
C4H8O2,C=C(CO)OC,4,8,2,False,,
C4H8O2,C=C(O)C(C)O,4,8,2,False,,
C4H8O2,C=C(O)CCO,4,8,2,False,,
C4H8O2,C=C(O)COC,4,8,2,False,,
C4H8O2,C=C(O)OCC,4,8,2,False,,
C4H8O2,C=C(OC)OC,4,8,2,True,"Ethene, 1,1-dimethoxy-",Q83121261
C4H8O2,C=CC(C)(O)O,4,8,2,False,,
C4H8O2,C=CC(C)OO,4,8,2,True,"Hydroperoxide, 1-methyl-2-propenyl",Q82256935
C4H8O2,C=CC(O)CO,4,8,2,True,"3-butene-1,2-diol",Q27286690
C4H8O2,C=CC(O)OC,4,8,2,False,,
C4H8O2,C=CCC(O)O,4,8,2,False,,
C4H8O2,C=CCCOO,4,8,2,False,,
C4H8O2,C=CCOCO,4,8,2,False,,
C4H8O2,C=CCOOC,4,8,2,False,,
C4H8O2,C=COC(C)O,4,8,2,False,,
C4H8O2,C=COCCO,4,8,2,True,vinyloxyethanol,Q27256357
C4H8O2,C=COCOC,4,8,2,True,(Methoxymethoxy)ethene,Q82419350
C4H8O2,C=COOCC,4,8,2,False,,
C4H8O2,CC(=CO)CO,4,8,2,False,,
C4H8O2,CC(=O)C(C)O,4,8,2,True,(S)-acetoin,Q59347812
C4H8O2,CC(=O)CCO,4,8,2,True,4-hydroxy-2-butanone,Q27094939
C4H8O2,CC(C)(O)C=O,4,8,2,True,2-hydroxy-2-methylpropanal,Q27225276
C4H8O2,CC(C)=C(O)O,4,8,2,False,,
C4H8O2,CC(C)=COO,4,8,2,False,,
C4H8O2,CC(C)C(=O)O,4,8,2,True,2-methylpropanoic acid,Q415062
C4H8O2,CC(C)C1OO1,4,8,2,False,,
C4H8O2,CC(C)OC=O,4,8,2,True,isopropyl formate,Q461068
C4H8O2,CC(C=O)CO,4,8,2,True,3-Hydroxy-2-methylpropanal,Q82940040
C4H8O2,CC(O)=C(C)O,4,8,2,False,,
C4H8O2,CC(O)=CCO,4,8,2,True,"But-2-ene-1,3-diol",Q82783892
C4H8O2,CC(O)C1CO1,4,8,2,False,,
C4H8O2,CC(O)C=CO,4,8,2,False,,
C4H8O2,CC(O)CC=O,4,8,2,True,aldol,Q105033086
C4H8O2,CC1(C)COO1,4,8,2,True,"1,2-Dioxetane, 3,3-dimethyl-",Q82276073
C4H8O2,CC1(C)OC1O,4,8,2,False,,
C4H8O2,CC1(C)OCO1,4,8,2,False,,
C4H8O2,CC1(CO)CO1,4,8,2,True,[(2S)-2-methyloxiran-2-yl]methanol,Q76393880
C4H8O2,CC1(O)CC1O,4,8,2,False,,
C4H8O2,CC1(O)CCO1,4,8,2,False,,
C4H8O2,CC1(O)COC1,4,8,2,True,3-Hydroxy-3-methyloxetane,Q72485438
C4H8O2,CC1(OO)CC1,4,8,2,False,,
C4H8O2,CC1C(O)C1O,4,8,2,False,,
C4H8O2,CC1CC(O)O1,4,8,2,False,,
C4H8O2,CC1CC1(O)O,4,8,2,False,,
C4H8O2,CC1CC1OO,4,8,2,False,,
C4H8O2,CC1CCOO1,4,8,2,False,,
C4H8O2,CC1COC1O,4,8,2,False,,
C4H8O2,CC1COCO1,4,8,2,True,"1,3-Dioxolane, 4-methyl-",Q82862534
C4H8O2,CC1COOC1,4,8,2,False,,
C4H8O2,CC1OC(C)O1,4,8,2,False,,
C4H8O2,CC1OC1(C)O,4,8,2,False,,
C4H8O2,CC1OC1CO,4,8,2,True,(3-Methyloxiran-2-yl)methanol,Q83003386
C4H8O2,CC1OCC1O,4,8,2,False,,
C4H8O2,CC1OCCO1,4,8,2,True,"2-methyl-1,3-dioxolane",Q27271710
C4H8O2,CC1OOC1C,4,8,2,True,"(3S,4S)-3,4-Dimethyl-1,2-dioxetane",Q82757255
C4H8O2,CC=C(C)OO,4,8,2,False,,
C4H8O2,CC=C(O)CO,4,8,2,False,,
C4H8O2,CC=C(O)OC,4,8,2,False,,
C4H8O2,CC=CC(O)O,4,8,2,False,,
C4H8O2,CC=CCOO,4,8,2,False,,
C4H8O2,CC=COCO,4,8,2,False,,
C4H8O2,CC=COOC,4,8,2,False,,
C4H8O2,CCC(=O)CO,4,8,2,True,1-hydroxy-2-butanone,Q27160237
C4H8O2,CCC(=O)OC,4,8,2,True,methyl propionate,Q418391
C4H8O2,CCC(O)=CO,4,8,2,True,"But-1-ene-1,2-diol",Q82757076
C4H8O2,CCC(O)C=O,4,8,2,True,2-hydroxybutanal,Q41798871
C4H8O2,CCC1(C)OO1,4,8,2,True,"Dioxirane, ethylmethyl-",Q82290021
C4H8O2,CCC1(O)CO1,4,8,2,False,,
C4H8O2,CCC1COO1,4,8,2,False,,
C4H8O2,CCC1OC1O,4,8,2,False,,
C4H8O2,CCC1OCO1,4,8,2,False,,
C4H8O2,CCC=C(O)O,4,8,2,True,"But-1-ene-1,1-diol",Q82347684
C4H8O2,CCC=COO,4,8,2,False,,
C4H8O2,CCCC(=O)O,4,8,2,True,butyric acid,Q193213
C4H8O2,CCCC1OO1,4,8,2,False,,
C4H8O2,CCCOC=O,4,8,2,True,propyl formate,Q421045
C4H8O2,CCOC(C)=O,4,8,2,True,ethyl acetate,Q407153
C4H8O2,CCOC1CO1,4,8,2,False,,
C4H8O2,CCOC=CO,4,8,2,False,,
C4H8O2,CCOCC=O,4,8,2,True,Ethoxyacetaldehyde,Q83046860
C4H8O2,COC(C)=CO,4,8,2,False,,
C4H8O2,COC(C)C=O,4,8,2,True,2-Methoxypropanal,Q82962020
C4H8O2,COC1(C)CO1,4,8,2,False,,
C4H8O2,COC1(O)CC1,4,8,2,True,1-Methoxycyclopropan-1-ol,Q82358947
C4H8O2,COC1CC1O,4,8,2,False,,
C4H8O2,COC1CCO1,4,8,2,False,,
C4H8O2,COC1COC1,4,8,2,True,3-Methoxyoxetane,Q82526844
C4H8O2,COC1OC1C,4,8,2,False,,
C4H8O2,COC=C(C)O,4,8,2,False,,
C4H8O2,COC=CCO,4,8,2,False,,
C4H8O2,COC=COC,4,8,2,False,,
C4H8O2,COCC(C)=O,4,8,2,True,Methoxyacetone,Q54347164
C4H8O2,COCC1CO1,4,8,2,True,(S)-(+)-Methyl glycidyl ether,Q72491060
C4H8O2,COCC=CO,4,8,2,True,3-Methoxyprop-1-en-1-ol,Q82707294
C4H8O2,COCCC=O,4,8,2,True,"Propanal, 3-methoxy-",Q83053005
C4H8O2,COOC1CC1,4,8,2,False,,
C4H8O2,O=CCCCO,4,8,2,True,4-hydroxybutanal,Q19597550
C4H8O2,OC(O)C1CC1,4,8,2,False,,
C4H8O2,OC1(O)CCC1,4,8,2,False,,
C4H8O2,OC1CC(O)C1,4,8,2,True,"1,3-Cyclobutanediol",Q133463072
C4H8O2,OC1CCC1O,4,8,2,False,,
C4H8O2,OC1CCCO1,4,8,2,True,2-hydroxytetrahydrofuran,Q27109240
C4H8O2,OC1CCOC1,4,8,2,True,(S)-(+)-3-Hydroxytetrahydrofuran,Q72481890
C4H8O2,OC=CCCO,4,8,2,True,"Butene-1,4-diol",Q81994108
C4H8O2,OCC1(O)CC1,4,8,2,True,1-(Hydroxymethyl)cyclopropan-1-ol,Q82469565
C4H8O2,OCC1CC1O,4,8,2,False,,
C4H8O2,OCC1CCO1,4,8,2,True,2-Oxetanemethanol,Q72498386
C4H8O2,OCC1COC1,4,8,2,True,3-Oxetanemethanol,Q72498389
C4H8O2,OCC=CCO,4,8,2,True,"(2Z)-2-butene-1,4-diol",Q27295224
C4H8O2,OCCC1CO1,4,8,2,True,"Oxiraneethanol, (2R)-",Q82303645
C4H8O2,OCOC1CC1,4,8,2,False,,
