formula,nC,nH,nO,wikidata_id,wikidata_name,smiles,canon_smiles,inchi,cas,sitelinks,on_enwiki,enwiki_title
C4H8O4,4,8,4,Q126611460,"3-Formyloxy-propane-1,2-diol",C(C(COC=O)O)O,O=COCC(O)CO,"InChI=1S/C4H8O4/c5-1-4(7)2-8-3-6/h3-5,7H,1-2H2",,0,False,
C4H8O4,4,8,4,Q27116873,"2,3-dihydroxy-2-methylpropanoic acid",CC(CO)(C(=O)O)O,CC(O)(CO)C(=O)O,"InChI=1S/C4H8O4/c1-4(8,2-5)3(6)7/h5,8H,2H2,1H3,(H,6,7)",21620-60-0,0,False,
C4H8O4,4,8,4,Q27159093,"2,3-dihydroxybutanoic acid",CC(C(C(=O)O)O)O,CC(O)C(O)C(=O)O,"InChI=1S/C4H8O4/c1-2(5)3(6)4(7)8/h2-3,5-6H,1H3,(H,7,8)",759-06-8,0,False,
C4H8O4,4,8,4,Q27159094,"2,4-dihydroxybutanoic acid",C(CO)C(C(=O)O)O,O=C(O)C(O)CCO,"InChI=1S/C4H8O4/c5-2-1-3(6)4(7)8/h3,5-6H,1-2H2,(H,7,8)",1518-62-3,0,False,
C4H8O4,4,8,4,Q27159112,"3,4-dihydroxybutyric acid",C(C(CO)O)C(=O)O,O=C(O)CC(O)CO,"InChI=1S/C4H8O4/c5-2-3(6)1-4(7)8/h3,5-6H,1-2H2,(H,7,8)",1518-61-2,0,False,
C4H8O4,4,8,4,Q27252688,cis-glycoaldehyde dimer,C1C(OCC(O1)O)O,OC1COC(O)CO1,"InChI=1S/C4H8O4/c5-3-1-7-4(6)2-8-3/h3-6H,1-2H2/t3-,4-/m1/s1",110822-85-0,0,False,
C4H8O4,4,8,4,Q27254050,"trans-1,4-dioxane-2,3-diol",C1COC(C(O1)O)O,OC1OCCOC1O,"InChI=1S/C4H8O4/c5-3-4(6)8-2-1-7-3/h3-6H,1-2H2/t3-,4-/m1/s1",67907-42-0,0,False,
C4H8O4,4,8,4,Q27265051,(2-hydroxyethoxy)acetic acid,C(COCC(=O)O)O,O=C(O)COCCO,"InChI=1S/C4H8O4/c5-1-2-8-3-4(6)7/h5H,1-3H2,(H,6,7)",13382-47-3,0,False,
C4H8O4,4,8,4,Q58216189,"1,3-dihydroxypropan-2-yl formate",C(C(CO)OC=O)O,O=COC(CO)CO,"InChI=1S/C4H8O4/c5-1-4(2-6)8-3-7/h3-6H,1-2H2",,0,False,
C4H8O4,4,8,4,Q72491342,Methyl 2-hydroxy-2-methoxyacetate,COC(=O)C(O)OC,COC(=O)C(O)OC,"InChI=1S/C4H8O4/c1-7-3(5)4(6)8-2/h3,5H,1-2H3",19757-97-2,0,False,
C4H8O4,4,8,4,Q82297000,"Methaneperoxoic acid, 1-hydroxy-1-methylethyl ester",CC(C)(O)OOC=O,CC(C)(O)OOC=O,"InChI=1S/C4H8O4/c1-4(2,6)8-7-3-5/h3,6H,1-2H3",184532-92-1,0,False,
C4H8O4,4,8,4,Q82297185,hydroxyethyl methyl carbonate,COC(=O)OCCO,COC(=O)OCCO,"InChI=1S/C4H8O4/c1-7-4(6)8-3-2-5/h5H,2-3H2,1H3",106729-72-0,0,False,
C4H8O4,4,8,4,Q82416102,3-Hydroxy-2-(hydroxymethyl)propanoic acid,C(C(CO)C(=O)O)O,O=C(O)C(CO)CO,"InChI=1S/C4H8O4/c5-1-3(2-6)4(7)8/h3,5-6H,1-2H2,(H,7,8)",68516-39-2,0,False,
C4H8O4,4,8,4,Q82464055,"1,4-Dioxane-2,6-diol",OC1COCC(O)O1,OC1COCC(O)O1,"InChI=1S/C4H8O4/c5-3-1-7-2-4(6)8-3/h3-6H,1-2H2",7456-84-0,0,False,
C4H8O4,4,8,4,Q82466249,2-Hydroxyethyl hydroxyacetate,C(COC(=O)CO)O,O=C(CO)OCCO,"InChI=1S/C4H8O4/c5-1-2-8-4(7)3-6/h5-6H,1-3H2",14396-72-6,0,False,
C4H8O4,4,8,4,Q82489924,"2,2-Dihydroxybutanoic acid",CCC(C(=O)O)(O)O,CCC(O)(O)C(=O)O,"InChI=1S/C4H8O4/c1-2-4(7,8)3(5)6/h7-8H,2H2,1H3,(H,5,6)",50603-32-2,0,False,
C4H8O4,4,8,4,Q82641850,Methoxymethyl hydroxyacetate,COCOC(=O)CO,COCOC(=O)CO,"InChI=1S/C4H8O4/c1-7-3-8-4(6)2-5/h5H,2-3H2,1H3",67508-73-0,0,False,
C4H8O4,4,8,4,Q82673801,3-Methoxypropaneperoxoic acid,COCCC(=O)OO,COCCC(=O)OO,"InChI=1S/C4H8O4/c1-7-3-2-4(5)8-6/h6H,2-3H2,1H3",894421-87-5,0,False,
C4H8O4,4,8,4,Q82767275,"(3R,4S)-3,4-Dimethoxy-1,2-dioxetane",COC1OOC1OC,COC1OOC1OC,"InChI=1S/C4H8O4/c1-5-3-4(6-2)8-7-3/h3-4H,1-2H3/t3-,4+",62937-28-4,0,False,
C4H8O4,4,8,4,Q82881415,Methyl (hydroxymethoxy)acetate,COC(=O)COCO,COC(=O)COCO,"InChI=1S/C4H8O4/c1-7-4(6)2-8-3-5/h5H,2-3H2,1H3",109745-70-2,0,False,
C4H8O4,4,8,4,Q82912178,"Methyl 2,3-dihydroxypropanoate",O=C(OC)C(O)CO,COC(=O)C(O)CO,"InChI=1S/C4H8O4/c1-8-4(7)3(6)2-5/h3,5-6H,2H2,1H3",15909-76-9,0,False,
C4H8O4,4,8,4,Q82945685,"1,4-Dioxane-2-peroxol",OOC1COCCO1,OOC1COCCO1,"InChI=1S/C4H8O4/c5-8-4-3-6-1-2-7-4/h4-5H,1-3H2",4722-59-2,0,False,
C4H8O4,4,8,4,Q83054359,"1,3,5,7-Tetroxocane",C1OCOCOCO1,C1OCOCOCO1,InChI=1S/C4H8O4/c1-5-2-7-4-8-3-6-1/h1-4H2,293-30-1,0,False,
C5H6,5,6,0,Q424390,cyclopentadiene,C1C=CC=C1,C1=CCC=C1,"InChI=1S/C5H6/c1-2-4-5-3-1/h1-4H,5H2",542-92-7,30,True,Cyclopentadiene
C5H5,5,5,0,Q2209035,cyclopentadienyl,C1=C[CH]C=C1,[CH]1C=CC=C1,InChI=1S/C5H5/c1-2-4-5-3-1/h1-5H,2143-53-5,6,True,Cyclopentadienyl radical
C5H4,5,4,0,Q2797009,spiropentadiene,C1=CC12C=C2,C1=CC12C=C2,InChI=1S/C5H4/c1-2-5(1)3-4-5/h1-4H,1727-65-7,9,True,Spiropentadiene
C5H6,5,6,0,Q4545828,[1.1.1]propellane,C1(C2)(C3)C23C1,C1C23CC12C3,"InChI=1S/C5H6/c1-4-2-5(1,4)3-4/h1-3H2",35634-10-7,6,True,1.1.1-Propellane
C5H6,5,6,0,Q13506985,cyclopropylacetylene,C#CC1CC1,C#CC1CC1,"InChI=1S/C5H6/c1-2-5-3-4-5/h1,5H,3-4H2",6746-94-7,4,True,Cyclopropylacetylene
C5H6,5,6,0,Q55608729,Cyclopentyne,C1CC#CC1,C1#CCCC1,InChI=1S/C5H6/c1-2-4-5-3-1/h1-3H2,1120-58-7,5,True,Cyclopentyne
C5H4,5,4,0,Q83049706,"penta-1,4-diyne",C#CCC#C,C#CCC#C,"InChI=1S/C5H4/c1-3-5-4-2/h1-2H,5H2",24442-69-1,5,True,"1,4-Pentadiyne"
C5H6,5,6,0,Q22077076,isopropenylacetylene,CC(=C)C#C,C#CC(=C)C,"InChI=1S/C5H6/c1-4-5(2)3/h1H,2H2,3H3",78-80-8,0,False,
C5H6,5,6,0,Q72500083,(3E)-3-Penten-1-yne,C#CC=CC,C#CC=CC,"InChI=1S/C5H6/c1-3-5-4-2/h1,4-5H,2H3/b5-4+",2004-69-5,0,False,
C5H4,5,4,0,Q82231335,"1,2,4-Cyclopentatriene",C1=CC=C=C1,C1=CC=CC=1,InChI=1S/C5H4/c1-2-4-5-3-1/h1-4H,98206-69-0,0,False,
C5H6,5,6,0,Q82249960,"Cyclopropene, 3-ethenyl-",C=CC1C=C1,C=CC1C=C1,"InChI=1S/C5H6/c1-2-5-3-4-5/h2-5H,1H2",61082-23-3,0,False,
C5H6,5,6,0,Q82269457,"Cyclopropene, 1-ethenyl-",C=CC1=CC1,C=CC1=CC1,"InChI=1S/C5H6/c1-2-5-3-4-5/h2-3H,1,4H2",64415-83-4,0,False,
C5H4,5,4,0,Q82347356,"Penta-1,2-dien-4-yne",C#CC=C=C,C#CC=C=C,"InChI=1S/C5H4/c1-3-5-4-2/h1,5H,2H2",33555-85-0,1,False,
C5H6,5,6,0,Q82358867,Spiro[2.2]pent-1-ene,C1CC12C=C2,C1=CC12CC2,"InChI=1S/C5H6/c1-2-5(1)3-4-5/h1-2H,3-4H2",661-39-2,0,False,
C5H6,5,6,0,Q82364851,"1-Methylcyclobuta-1,3-diene",CC1=CC=C1,CC1=CC=C1,"InChI=1S/C5H6/c1-5-3-2-4-5/h2-4H,1H3",56674-37-4,0,False,
C5H6,5,6,0,Q82365243,3-Methylidenecyclobut-1-ene,C=C1CC=C1,C=C1C=CC1,"InChI=1S/C5H6/c1-5-3-2-4-5/h2-3H,1,4H2",27538-13-2,0,False,
C5H6,5,6,0,Q82366360,"1,2-Dimethylidenecyclopropane",C=C1CC1=C,C=C1CC1=C,InChI=1S/C5H6/c1-4-3-5(4)2/h1-3H2,18631-85-1,0,False,
C5H6,5,6,0,Q82370980,Ethenylidenecyclopropane,C=C=C1CC1,C=C=C1CC1,"InChI=1S/C5H6/c1-2-5-3-4-5/h1,3-4H2",27567-84-6,0,False,
C5H6,5,6,0,Q82421755,"Penta-1,2,3-triene",C=C=C=CC,C=C=C=CC,"InChI=1S/C5H6/c1-3-5-4-2/h4H,1H2,2H3",62018-46-6,0,False,
C5H6,5,6,0,Q82485758,"Cyclopenta-1,2-diene",C1CC=C=C1,C1=CCCC=1,"InChI=1S/C5H6/c1-2-4-5-3-1/h1,5H,2,4H2",50682-89-8,0,False,
C5H6,5,6,0,Q82491776,Bicyclo[2.1.0]pent-1(4)-ene,C1CC2=C1C2,C1CC2=C1C2,InChI=1S/C5H6/c1-2-5-3-4(1)5/h1-3H2,66235-52-7,0,False,
C5H4,5,4,0,Q82508580,"Tetracyclo[2.1.0.0~1,3~.0~2,5~]pentane",C12C3C14C2C43,C12C3C4C1C234,"InChI=1S/C5H4/c1-2-4-3(1)5(1,2)4/h1-4H",66202-79-7,0,False,
C5H6,5,6,0,Q82534182,Bicyclo[2.1.0]pent-1-ene,C1=C2CC2C1,C1=C2CC2C1,"InChI=1S/C5H6/c1-2-5-3-4(1)5/h1,5H,2-3H2",88624-12-8,0,False,
C5H6,5,6,0,Q82674467,"Tricyclo[2.1.0.0~2,5~]pentane",C1C2C3C1C23,C1C2C3C1C23,"InChI=1S/C5H6/c1-2-4-3(1)5(2)4/h2-5H,1H2",333-17-5,0,False,
C5H6,5,6,0,Q82698616,Bicyclo[2.1.0]pent-4-ene,C1=C2CCC12,C1=C2CCC12,"InChI=1S/C5H6/c1-2-5-3-4(1)5/h3-4H,1-2H2",88624-13-9,0,False,
C5H6,5,6,0,Q82860800,"3-PENTEN-1-YNE, (Z)-",C#C/C=C\C,C#C/C=C\C,"InChI=1S/C5H6/c1-3-5-4-2/h1,4-5H,2H3/b5-4-",1574-40-9,0,False,
C5H4,5,4,0,Q82899631,Pentatetraene,C=C=C=C=C,C=C=C=C=C,InChI=1S/C5H4/c1-3-5-4-2/h1-2H2,12595-82-3,0,False,
C5H6,5,6,0,Q82948268,Bicyclo[2.1.0]pent-2-ene,C1=CC2CC12,C1=CC2CC12,"InChI=1S/C5H6/c1-2-5-3-4(1)5/h1-2,4-5H,3H2",5164-35-2,0,False,
C5H5,5,5,0,Q82993178,Pent-1-en-4-yn-3-yl,C#C[CH]C=C,C#C[CH]C=C,"InChI=1S/C5H5/c1-3-5-4-2/h1,4-5H,2H2",78596-31-3,0,False,
C5H4,5,4,0,Q83070485,"1,3-Pentadiyne",CC#CC#C,C#CC#CC,"InChI=1S/C5H4/c1-3-5-4-2/h1H,2H3",4911-55-1,2,False,
C5H6,5,6,0,Q83090753,1-Penten-3-yne,CC#CC=C,C=CC#CC,"InChI=1S/C5H6/c1-3-5-4-2/h3H,1H2,2H3",646-05-9,0,False,
C5H4,5,4,0,Q112257749,3-ethynylcycloprop-1-ene,C#CC1C=C1,C#CC1C=C1,"InChI=1S/C5H4/c1-2-5-3-4-5/h1,3-5H",159208-95-4,0,False,
C5H6,5,6,0,Q122577007,1-Penten-4-yne,C=CCC#C,C#CCC=C,"InChI=1S/C5H6/c1-3-5-4-2/h1,4H,2,5H2",871-28-3,0,False,
C5H4,5,4,0,Q134712930,"2,4-Cyclopentadien-1-ylidene",[C]1C=CC=C1,[C]1C=CC=C1,InChI=1S/C5H4/c1-2-4-5-3-1/h1-4H,4729-01-5,0,False,
C5H10,5,10,0,Q80260,cyclopentane,C1CCCC1,C1CCCC1,InChI=1S/C5H10/c1-2-4-5-3-1/h1-5H2,287-92-3,45,True,Cyclopentane
C5H8,5,8,0,Q248842,housane,C1CC2C1C2,C1CC2CC12,"InChI=1S/C5H8/c1-2-5-3-4(1)5/h4-5H,1-3H2",185-94-4,15,True,Housane
C5H8,5,8,0,Q271943,isoprene,CC(=C)C=C,C=CC(=C)C,"InChI=1S/C5H8/c1-4-5(2)3/h4H,1-2H2,3H3",78-79-5,60,True,Isoprene
C5H8,5,8,0,Q415233,cyclopentene,C1CC=CC1,C1=CCCC1,"InChI=1S/C5H8/c1-2-4-5-3-1/h1-2H,3-5H2",142-29-0,28,True,Cyclopentene
C5H8,5,8,0,Q28457807,bicyclo(1.1.1)pentane,C1C2CC1C2,C1C2CC1C2,"InChI=1S/C5H8/c1-4-2-5(1)3-4/h4-5H,1-3H2",311-75-1,5,True,Bicyclo(1.1.1)pentane
C5H8,5,8,0,Q72499706,"(EZ)-1,3-pentadiene",C=CC=CC,C=CC=CC,"InChI=1S/C5H8/c1-3-5-4-2/h3-5H,1H2,2H3",504-60-9,25,True,Piperylene
C5H8,5,8,0,Q1047617,1-pentyne,C#CCCC,C#CCCC,"InChI=1S/C5H8/c1-3-5-4-2/h1H,4-5H2,2H3",627-19-0,23,True,1-Pentyne
C5H8,5,8,0,Q1746181,spiropentane,C1CC12CC2,C1CC12CC2,InChI=1S/C5H8/c1-2-5(1)3-4-5/h1-4H2,157-40-4,8,True,Spiropentane
C5H10,5,10,0,Q2187069,2-methyl-2-butene,CC=C(C)C,CC=C(C)C,"InChI=1S/C5H10/c1-4-5(2)3/h4H,1-3H3",513-35-9,21,True,2-Methyl-2-butene
C5H10,5,10,0,Q3555603,"1,2-dimethylcyclopropane",CC1CC1C,CC1CC1C,"InChI=1S/C5H10/c1-4-3-5(4)2/h4-5H,3H2,1-2H3",2511-95-7,9,True,"1,2-Dimethylcyclopropane"
C5H10,5,10,0,Q10329187,methylcyclobutane,CC1CCC1,CC1CCC1,"InChI=1S/C5H10/c1-5-3-2-4-5/h5H,2-4H2,1H3",598-61-8,5,True,Methylcyclobutane
C5H8,5,8,0,Q10844269,2-pentyne,CCC#CC,CC#CCC,"InChI=1S/C5H8/c1-3-5-4-2/h3H2,1-2H3",627-21-4,19,True,2-Pentyne
C5H8,5,8,0,Q161535,"1,4-pentadiene",C=CCC=C,C=CCC=C,"InChI=1S/C5H8/c1-3-5-4-2/h3-4H,1-2,5H2",591-93-5,5,False,
C5H10,5,10,0,Q6018906,1-pentene,CCCC=C,C=CCCC,"InChI=1S/C5H10/c1-3-5-4-2/h3H,1,4-5H2,2H3",109-67-1,9,False,
C5H10,5,10,0,Q12871786,2-pentene,CCC=CC,CC=CCC,"InChI=1S/C5H10/c1-3-5-4-2/h3,5H,4H2,1-2H3",109-68-2,2,False,
C5H10,5,10,0,Q16322534,"1,1-dimethylcyclopropane",CC1(C)CC1,CC1(C)CC1,"InChI=1S/C5H10/c1-5(2)3-4-5/h3-4H2,1-2H3",1630-94-0,3,False,
C5H10,5,10,0,Q16322541,Ethylcyclopropane,CCC1CC1,CCC1CC1,"InChI=1S/C5H10/c1-2-5-3-4-5/h5H,2-4H2,1H3",1191-96-4,3,False,
C5H8,5,8,0,Q19885507,"2,3-pentadiene",CC=C=CC,CC=C=CC,"InChI=1S/C5H8/c1-3-5-4-2/h3-4H,1-2H3",591-96-8,3,False,
C5H8,5,8,0,Q19885531,"penta-1,2-diene",CCC=C=C,C=C=CCC,"InChI=1S/C5H8/c1-3-5-4-2/h5H,1,4H2,2H3",591-95-7,2,False,
C5H8,5,8,0,Q24711948,"3-Methyl-1,2-butadiene",CC(=C=C)C,C=C=C(C)C,"InChI=1S/C5H8/c1-4-5(2)3/h1H2,2-3H3",598-25-4,2,False,
C5H10,5,10,0,Q27147526,2-methyl-1-butene,CCC(=C)C,C=C(C)CC,"InChI=1S/C5H10/c1-4-5(2)3/h2,4H2,1,3H3",563-46-2,4,False,
C5H10,5,10,0,Q27147525,3-methyl-1-butene,CC(C)C=C,C=CC(C)C,"InChI=1S/C5H10/c1-4-5(2)3/h4-5H,1H2,2-3H3",563-45-1,4,False,
C5H8,5,8,0,Q27159572,3-methyl-1-butyne,CC(C)C#C,C#CC(C)C,"InChI=1S/C5H8/c1-4-5(2)3/h1,5H,2-3H3",598-23-2,3,False,
C5H8,5,8,0,Q81989515,methylenecyclobutane,C=C1CCC1,C=C1CCC1,InChI=1S/C5H8/c1-5-3-2-4-5/h1-4H2,1120-56-5,1,False,
C5H8,5,8,0,Q82222149,"Bicyclo[1.1.0]butane, 1-methyl-",CC12CC1C2,CC12CC1C2,"InChI=1S/C5H8/c1-5-2-4(5)3-5/h4H,2-3H2,1H3",30494-08-7,0,False,
C5H8,5,8,0,Q82414947,3-Methylcyclobut-1-ene,CC1C=CC1,CC1C=CC1,"InChI=1S/C5H8/c1-5-3-2-4-5/h2-3,5H,4H2,1H3",1120-55-4,0,False,
C5H8,5,8,0,Q82451797,"1,3-Dimethylcycloprop-1-ene",CC1=CC1C,CC1=CC1C,"InChI=1S/C5H8/c1-4-3-5(4)2/h3-4H,1-2H3",82190-83-8,0,False,
C5H8,5,8,0,Q82489939,1-Ethylcycloprop-1-ene,CCC1=CC1,CCC1=CC1,"InChI=1S/C5H8/c1-2-5-3-4-5/h3H,2,4H2,1H3",34189-00-9,0,False,
C5H7,5,7,0,Q82907604,"Penta-1,4-dien-3-yl",C=C[CH]C=C,C=C[CH]C=C,"InChI=1S/C5H7/c1-3-5-4-2/h3-5H,1-2H2",14362-08-4,0,False,
C5H8,5,8,0,Q82916629,1-Methyl-2-methylidenecyclopropane,C=C1CC1C,C=C1CC1C,"InChI=1S/C5H8/c1-4-3-5(4)2/h5H,1,3H2,2H3",18631-84-0,0,False,
C5H9,5,9,0,Q82948289,pent-2-en-4-yl,C[CH]C=CC,C[CH]C=CC,"InChI=1S/C5H9/c1-3-5-4-2/h3-5H,1-2H3",51685-67-7,0,False,
C5H9,5,9,0,Q82949954,3-Methylbut-1-en-4-yl,[CH2]C(C)C=C,[CH2]C(C)C=C,"InChI=1S/C5H9/c1-4-5(2)3/h4-5H,1-2H2,3H3",52898-42-7,0,False,
C5H8,5,8,0,Q83030932,"Cyclopropene, 1,2-dimethyl-",CC1=C(C1)C,CC1=C(C)C1,"InChI=1S/C5H8/c1-4-3-5(4)2/h3H2,1-2H3",14309-32-1,0,False,
C5H8,5,8,0,Q83033166,"Cyclobutene, 1-methyl-",CC1=CCC1,CC1=CCC1,"InChI=1S/C5H8/c1-5-3-2-4-5/h3H,2,4H2,1H3",1489-60-7,0,False,
C5H9,5,9,0,Q83040372,1-Penten-3-yl radical,C=C[CH]CC,C=C[CH]CC,"InChI=1S/C5H9/c1-3-5-4-2/h3,5H,1,4H2,2H3",17829-37-7,0,False,
C5H8,5,8,0,Q83042027,Ethylidenecyclopropane,CC=C1CC1,CC=C1CC1,"InChI=1S/C5H8/c1-2-5-3-4-5/h2H,3-4H2,1H3",18631-83-9,0,False,
C5H8,5,8,0,Q83064970,"Cyclopropene, 3,3-dimethyl-",CC1(C=C1)C,CC1(C)C=C1,"InChI=1S/C5H8/c1-5(2)3-4-5/h3-4H,1-2H3",3907-06-0,0,False,
C5H8,5,8,0,Q83096280,ethenylcyclopropane,C=CC1CC1,C=CC1CC1,"InChI=1S/C5H8/c1-2-5-3-4-5/h2,5H,1,3-4H2",693-86-7,1,False,
C5H6O,5,6,1,Q209438,2-methylfuran,CC1=CC=CO1,Cc1ccco1,"InChI=1S/C5H6O/c1-5-3-2-4-6-5/h2-4H,1H3",534-22-5,15,True,2-Methylfuran
C5H6O,5,6,1,Q217356,2H-pyran,C1C=CC=CO1,C1=CCOC=C1,"InChI=1S/C5H6O/c1-2-4-6-5-3-1/h1-4H,5H2",289-66-7,26,True,2H-pyran
C5H6O,5,6,1,Q2292678,2-cyclopentenone,C1CC(=O)C=C1,O=C1C=CCC1,"InChI=1S/C5H6O/c6-5-3-1-2-4-5/h1,3H,2,4H2",930-30-3,12,True,Cyclopentenone
C5H4O,5,4,1,Q21099674,cyclopentadienone,C1=CC(=O)C=C1,O=C1C=CC=C1,InChI=1S/C5H4O/c6-5-3-1-2-4-5/h1-4H,13177-38-3,9,True,Cyclopentadienone
C5H6O,5,6,1,Q21099678,3-methylfuran,CC1=COC=C1,Cc1ccoc1,"InChI=1S/C5H6O/c1-5-2-3-6-4-5/h2-4H,1H3",930-27-8,5,True,3-Methylfuran
C5H6O,5,6,1,Q27116524,4H-pyran,C1C=COC=C1,C1=COC=CC1,"InChI=1S/C5H6O/c1-2-4-6-5-3-1/h2-5H,1H2",289-65-6,3,True,4H-pyran
C5H6O,5,6,1,Q15726026,"1,3-cyclopentadien-1-ol",C1C=CC=C1O,OC1=CC=CC1,"InChI=1S/C5H6O/c6-5-3-1-2-4-5/h1-3,6H,4H2",103905-53-9,0,False,
C5H6O,5,6,1,Q27277680,divinyl ketone,C=CC(=O)C=C,C=CC(=O)C=C,"InChI=1S/C5H6O/c1-3-5(6)4-2/h3-4H,1-2H2",1890-28-4,1,False,
C5H6O,5,6,1,Q27294021,"(2E)-2,4-pentadienal",C=CC=CC=O,C=CC=CC=O,"InChI=1S/C5H6O/c1-2-3-4-5-6/h2-5H,1H2/b4-3+",20432-40-0,0,False,
C5H6O,5,6,1,Q72460391,3-Cyclopenten-1-one,C1C=CCC1=O,O=C1CC=CC1,"InChI=1S/C5H6O/c6-5-3-1-2-4-5/h1-2H,3-4H2",14320-37-7,0,False,
C5H6O,5,6,1,Q72499715,"1,2-Pentadien-4-one",C=C=CC(C)=O,C=C=CC(C)=O,"InChI=1S/C5H6O/c1-3-4-5(2)6/h4H,1H2,2H3",2200-53-5,0,False,
C5H4O,5,4,1,Q72499719,"1,4-Pentadiyn-3-ol",C#CC(C#C)O,C#CC(O)C#C,"InChI=1S/C5H4O/c1-3-5(6)4-2/h1-2,5-6H",56598-53-9,0,False,
C5H6O,5,6,1,Q81048290,3-pentyn-2-one,CC#CC(=O)C,CC#CC(C)=O,InChI=1S/C5H6O/c1-3-4-5(2)6/h1-2H3,7299-55-0,1,False,
C5H6O,5,6,1,Q81990169,"1-Buten-3-yne, 1-methoxy-",C#CC=COC,C#CC=COC,"InChI=1S/C5H6O/c1-3-4-5-6-2/h1,4-5H,2H3",2798-73-4,1,False,
C5H4O,5,4,1,Q82063401,NSC260621,C=C1C=CC1=O,C=C1C=CC1=O,"InChI=1S/C5H4O/c1-4-2-3-5(4)6/h2-3H,1H2",42827-31-6,0,False,
C5H4O,5,4,1,Q82123457,"2,4-pentadiyn-1-ol",C#CC#CCO,C#CC#CCO,"InChI=1S/C5H4O/c1-2-3-4-5-6/h1,6H,5H2",41345-53-3,0,False,
C5H6O,5,6,1,Q82124053,"2,3-dimethylcycloprop-2-en-1-one",CC1=C(C1=O)C,Cc1c(C)c1=O,InChI=1S/C5H6O/c1-3-4(2)5(3)6/h1-2H3,4883-98-1,0,False,
C5H6O,5,6,1,Q82250566,"Methanone, cyclobutylidene-",C1CC(=C=O)C1,O=C=C1CCC1,InChI=1S/C5H6O/c6-4-5-2-1-3-5/h1-3H2,59078-45-4,0,False,
C5H6O,5,6,1,Q82265392,"Furan, 2,3-dihydro-3-methylene-",C=C1COC=C1,C=C1C=COC1,"InChI=1S/C5H6O/c1-5-2-3-6-4-5/h2-3H,1,4H2",153681-93-7,0,False,
C5H6O,5,6,1,Q82266812,1-PENTEN-4-YN-3-OL,C#CC(O)C=C,C#CC(O)C=C,"InChI=1S/C5H6O/c1-3-5(6)4-2/h1,4-6H,2H2",14304-27-9,0,False,
C5H6O,5,6,1,Q82278222,"1-Buten-3-yne, 2-methoxy-",COC(=C)C#C,C#CC(=C)OC,"InChI=1S/C5H6O/c1-4-5(2)6-3/h1H,2H2,3H3",26119-10-8,0,False,
C5H6O,5,6,1,Q82306604,"Ethenone, cyclopropyl-",O=C=CC1CC1,O=C=CC1CC1,"InChI=1S/C5H6O/c6-4-3-5-1-2-5/h3,5H,1-2H2",128871-21-6,0,False,
C5H6O,5,6,1,Q82309127,"2,4-Cyclopentadien-1-ol",OC1C=CC=C1,OC1C=CC=C1,InChI=1S/C5H6O/c6-5-3-1-2-4-5/h1-6H,80156-16-7,0,False,
C5H6O,5,6,1,Q82313102,"Furan, 2,3-dihydro-2-methylene-",C=C1CC=CO1,C=C1CC=CO1,"InChI=1S/C5H6O/c1-5-3-2-4-6-5/h2,4H,1,3H2",82357-65-1,0,False,
C5H6O,5,6,1,Q82315536,"Oxirane, 2-ethynyl-2-methyl-",C#CC1(C)CO1,C#CC1(C)CO1,"InChI=1S/C5H6O/c1-3-5(2)4-6-5/h1H,4H2,2H3",4090-48-6,0,False,
C5H4O,5,4,1,Q82354851,Pent-4-en-2-ynal,C=CC#CC=O,C=CC#CC=O,"InChI=1S/C5H4O/c1-2-3-4-5-6/h2,5H,1H2",74107-90-7,0,False,
C5H2O,5,2,1,Q82357937,"Penta-1,4-diyn-3-one",C#CC(=O)C#C,C#CC(=O)C#C,InChI=1S/C5H2O/c1-3-5(6)4-2/h1-2H,33576-71-5,0,False,
C5H6O,5,6,1,Q82372724,"2-Methylbuta-1,3-dien-1-one",C=CC(C)=C=O,C=CC(C)=C=O,"InChI=1S/C5H6O/c1-3-5(2)4-6/h3H,1H2,2H3",83897-55-6,0,False,
C5H6O,5,6,1,Q82377296,3-Methylcyclobut-2-en-1-one,CC1=CC(=O)C1,CC1=CC(=O)C1,"InChI=1S/C5H6O/c1-4-2-5(6)3-4/h2H,3H2,1H3",83897-47-6,0,False,
C5H2O,5,2,1,Q82415729,Pentatetraen-1-one,C=C=C=C=C=O,C=C=C=C=C=O,InChI=1S/C5H2O/c1-2-3-4-5-6/h1H2,87829-10-5,0,False,
C5H6O,5,6,1,Q82428888,"Cyclopenta-1,4-dien-1-ol",OC=1C=CCC1,OC1=CCC=C1,"InChI=1S/C5H6O/c6-5-3-1-2-4-5/h1,3-4,6H,2H2",103905-54-0,1,False,
C5H6O,5,6,1,Q82429741,Cyclobut-2-ene-1-carbaldehyde,O=CC1C=CC1,O=CC1C=CC1,"InChI=1S/C5H6O/c6-4-5-2-1-3-5/h1-2,4-5H,3H2",109364-41-2,0,False,
C5H6O,5,6,1,Q82437996,2-(Prop-1-yn-1-yl)oxirane,CC#CC1CO1,CC#CC1CO1,"InChI=1S/C5H6O/c1-2-3-5-4-6-5/h5H,4H2,1H3",59627-27-9,0,False,
C5H6O,5,6,1,Q82467986,cyclopropylideneacetaldehyde,O=CC=C1CC1,O=CC=C1CC1,"InChI=1S/C5H6O/c6-4-3-5-1-2-5/h3-4H,1-2H2",69447-96-7,0,False,
